full_date,mood,activities,mood_num
2019-03-16,rad,workplace work | people (1h+) | date (+time spent) | touch | gaming | sun (on skin) | walking (30m+) | visualize,5
2019-03-15,bad,workplace work | people (1h+) | date (+time spent) | touch | reading | gaming | visualize,2
2019-03-14,good,workplace work | people (1h+) | date (+time spent) | touch | gaming | visualize,4
2019-03-13,meh,workplace work | date (+time spent) | touch | gaming | television | walking (30m+) | visualize,3
2019-03-12,rad,workplace work | people (1h+) | date (+time spent) | touch | reading | gaming | films | visualize,5
2019-03-11,good,workplace work | people (1h+) | friends | date (+time spent) | reading | gaming | visualize,4
2019-03-10,rad,workplace work | people (1h+) | date (+time spent) | touch | sun (on skin) | visualize,5
2019-03-09,good,workplace work | people (1h+) | date (+time spent) | touch | gaming | television | visualize,4
2019-03-08,rad,workplace work | people (1h+) | friends | date (+time spent) | touch | reading,5
2019-03-07,rad,workplace work | people (1h+) | date (+time spent) | touch | reading | visualize,5
2019-03-06,meh,workplace work | people (1h+) | date (+time spent) | touch | reading | gaming | visualize,3
2019-03-05,meh,workplace work | people (1h+) | reading | gaming | sport | visualize,3
2019-03-04,good,workplace work | people (1h+) | friends | touch | reading | gaming | visualize,4
2019-03-03,rad,people (1h+) | date (+time spent) | touch | visualize,5
2019-03-02,good,workplace work | people (1h+) | friends | sport | visualize,4
2019-03-01,meh,workplace work | people (1h+) | date (+time spent) | gaming | visualize,3
2019-02-28,good,workplace work | people (1h+) | gaming | sport | visualize,4
2019-02-27,good,workplace work | people (1h+) | reading | gaming | sun (on skin) | visualize,4
2019-02-26,good,workplace work | people (1h+) | reading | television | sun (on skin) | visualize,4
2019-02-25,good,workplace work | people (1h+) | party/bar | date (+time spent) | gaming | sun (on skin) | visualize,4
2019-02-24,rad,people (1h+) | friends | travel | sun (on skin) | walking (30m+),5
2019-02-23,rad,people (1h+) | friends | party/bar | travel | sun (on skin) | walking (30m+),5
2019-02-22,rad,workplace work | people (1h+) | date (+time spent) | touch | reading | sun (on skin) | visualize,5
2019-02-21,good,workplace work | people (1h+) | reading | gaming | sun (on skin) | visualize,4
2019-02-20,meh,workplace work | people (1h+) | touch | reading | gaming | television | sun (on skin),3
2019-02-19,meh,date (+time spent) | gaming | television | sun (on skin) | visualize,3
2019-02-18,meh,workplace work | people (1h+) | reading | gaming | sun (on skin) | visualize,3
2019-02-17,rad,people (1h+) | date (+time spent) | gaming | television | sun (on skin) | walking (30m+) | visualize,5
2019-02-16,meh,workplace work | people (1h+) | friends | party/bar | sun (on skin) | visualize,3
2019-02-15,good,workplace work | people (1h+) | friends | date (+time spent) | gaming | visualize,4
2019-02-14,good,workplace work | people (1h+) | gaming | sun (on skin) | visualize,4
2019-02-13,good,workplace work | people (1h+) | reading | gaming | sun (on skin) | visualize | meet 30min,4
2019-02-12,good,workplace work | people (1h+) | friends | date (+time spent) | gaming | television | visualize,4
2019-02-11,good,workplace work | people (1h+) | reading | gaming | television | visualize,4
2019-02-10,meh,gaming | sport | visualize,3
2019-02-09,meh,people (1h+) | friends | gaming | walking (30m+) | visualize | meet 30min,3
2019-02-08,good,workplace work | people (1h+) | friends | gaming | television | visualize | meet 30min,4
2019-02-07,meh,workplace work | people (1h+) | party/bar | reading | gaming | sun (on skin) | visualize | meet 30min,3
2019-02-06,good,workplace work | people (1h+) | television | visualize,4
2019-02-05,meh,workplace work | gaming | television | sun (on skin) | visualize | meet 30min,3
2019-02-04,good,workplace work | people (1h+) | friends | gaming | visualize | meet 30min,4
2019-02-03,good,people (1h+) | sun (on skin) | visualize | meet 30min,4
2019-02-02,rad,workplace work | people (1h+) | friends | party/bar | television | visualize | meet 30min,5
2019-02-01,good,workplace work | people (1h+) | friends | party/bar | gaming | visualize | meet 30min,4
2019-01-31,good,workplace work | people (1h+) | gaming | television | sport | visualize | meet 30min,4
2019-01-30,good,workplace work | people (1h+) | friends | gaming | television | sun (on skin) | visualize | meet 30min,4
2019-01-29,good,workplace work | people (1h+) | reading | gaming | visualize | meet 30min,4
2019-01-28,good,workplace work | people (1h+) | friends | reading | gaming | television | 4pda/search | sun (on skin) | visualize | meet 30min,4
2019-01-27,good,people (1h+) | reading | gaming | 4pda/search | sport | visualize | meet 30min,4
2019-01-26,rad,workplace work | people (1h+) | friends | gaming | 4pda/search | visualize | meet 30min,5
2019-01-25,good,workplace work | gaming | meet 30min,4
2019-01-24,meh,workplace work | people (1h+) | gaming | sport | meet 30min,3
2019-01-23,bad,gaming | films | television | meet 30min,2
2019-01-22,meh,workplace work | people (1h+) | reading | gaming,3
2019-01-21,meh,people (1h+) | reading | gaming,3
2019-01-21,rad,workplace work | sun (on skin),5
2019-01-20,good,people (1h+) | reading | gaming | television | sport,4
2019-01-19,good,workplace work | people (1h+) | friends | party/bar,4
2019-01-18,meh,people (1h+) | friends | gaming,3
2019-01-18,good,workplace work | people (1h+) | sun (on skin),4
2019-01-17,meh,workplace work | people (1h+) | date (+time spent) | shopping (big) | walking (30m+),3
2019-01-16,meh,workplace work | reading | television | 4pda/search | relax,3
2019-01-15,good,workplace work | people (1h+) | friends | television | shopping (big),4
2019-01-14,meh,workplace work | people (1h+) | party/bar,3
2019-01-13,bad,,2
2019-01-12,rad,workplace work | people (1h+) | date (+time spent) | touch | eating out | films | television | relax,5
2019-01-11,meh,workplace work | people (1h+) | date (+time spent) | touch | television | walking (30m+) | relax,3
2019-01-10,good,workplace work | people (1h+) | date (+time spent) | touch | television | walking (30m+) | relax,4
2019-01-09,good,workplace work | people (1h+) | date (+time spent) | touch,4
2019-01-08,meh,workplace work | gaming | television,3
2019-01-07,rad,workplace work | people (1h+) | gaming,5
2019-01-06,meh,workplace work | gaming | television,3
2019-01-05,meh,films | television | walking (30m+),3
2019-01-04,good,films | relax,4
2019-01-03,good,friends | films,4
2019-01-02,good,friends | shopping (big),4
2019-01-02,meh,,3
2019-01-01,good,workplace work | television | relax,4
